round,item_id,category,priority,evidence_strength,product_name_zh,product_name_ko,brand,item_type,korea_buy_locations,korea_price_krw_observed_or_range,taiwan_availability,why_buy_tw_consumer,risks,bringback_status,korea_source_url,taiwan_source_url,blockers,popularity_keep_or_drop,popularity_confidence_level,best_popularity_signal,rating_or_review_count,popularity_reason,recommended_rank_delta,popularity_rank
第三輪新增,KCAT-NOLITTER-078,外出旅行,B｜可順手買,weak,IRIS OHYAMA ATC-530 上開式外出籠,아이리스오야마 ATC-530 이동장,IRIS OHYAMA,上掀硬殼外出籠,Naver Shopping / Coupang / Gmarket,"約35,000–70,000 KRW",台灣有IRIS OHYAMA通路與相近型號,上開式看診友善，硬殼好清潔,體積大；塑膠硬殼易刮；扣具尺寸需確認,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=%EC%95%84%EC%9D%B4%EB%A6%AC%EC%8A%A4%EC%98%A4%EC%95%BC%EB%A7%88%20ATC-530%20%EC%9D%B4%EB%8F%99%EC%9E%A5%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://shopee.tw/search?keyword=IRIS%20ATC-530%20%E8%B2%93,型號可能有韓日版本差異；原清單ID：KCAT100-097,keep,medium-high,Taiwan medium-high,IRIS OHYAMA 台灣知名度高，上開籠需求明確,知名日系品牌，上調。,1,59
第三輪新增,KCAT-NOLITTER-080,梳毛清潔工具,A｜優先買,medium,Tangle Teezer Pet Teezer Cat Grooming Brush 貓用梳,탱글티저 펫티저 캣 그루밍 브러쉬,Tangle Teezer / Pet Teezer,貓用梳毛刷,SSG.COM / Musinsa / Naver Shopping,"約20,000–35,000 KRW",台灣可見代購或電商,貓專用款、設計感好，適合送禮,對嚴重底毛/打結不如針梳,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://www.ssg.com/item/itemView.ssg?itemId=1000551890420,https://shopee.tw/search?keyword=Pet%20Teezer%20Cat%20%E6%A2%B3,確認是Cat款非大型犬款；原清單ID：KCAT100-099,keep,medium-high,Korea medium-high,SSG/Musinsa/Naver 可見，Tangle Teezer 品牌認知佳,韓國通路品質較好，保留上調。,1,60
第三輪新增,KCAT-NOLITTER-081,梳毛清潔工具,B｜可順手買,medium,Hertzko 自清潔針梳,헤르츠코 셀프 클리닝 슬리커 브러쉬,Hertzko,自清潔針梳/除廢毛刷,Coupang / Buytop / Naver搜尋,"約20,000–45,000 KRW",台灣蝦皮/代購可見Hertzko針梳,按鈕退毛方便，換毛期實用；非刀片式去毛,針梳需輕手，皮膚敏感或短毛貓可能不喜歡,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://www.coupang.com/vp/products/8630531394,https://shopee.tw/search?keyword=Hertzko%20%E8%87%AA%E6%B8%85%E6%BD%94%20%E9%87%9D%E6%A2%B3%20%E8%B2%93,Coupang頁面可能擋海外瀏覽；原清單ID：KCAT100-100,keep,medium-high,Taiwan medium-high,Hertzko 自清潔針梳台灣搜尋/蝦皮可見，全球知名,代表款之一，保留上調。,1,61
第二輪,KCAT-NOLITTER-007,除臭,C｜先觀望,medium,Animalie 無香貓砂盆除臭噴霧 500ml,아니말리 고양이 모래 화장실 탈취제 무향 500ml,Animalie,無香液體除臭噴霧,Naver SmartStore,"500ml 約12,900 KRW",未見主流台灣正式通路,無香款且標示 limonene-free，適合貓廁清潔小物,液體需託運防漏；少量測試避免貓排斥,可託運但不優先；液體須防漏並遵守航空限制,https://blog.naver.com/hyexnjin/224135051728,https://shopee.tw/search?keyword=%EC%95%84%EB%8B%88%EB%A7%90%EB%A6%AC%20%E7%84%A1%E9%A6%99%20%E8%B2%93,原清單ID：KCAT100-015,keep,medium,Korea rating + blog-review signal,"Korea: Naver snippet 5/5, 188 ratings; multiple blogs",韓國人氣訊號比原先強，但液體托運風險仍需註明。,2,62
第二輪,KCAT-NOLITTER-010,飲水,A｜優先買,medium,PETKIT Eversweet 3 Pro UVC 智慧寵物飲水機,펫킷 UVC 에버스윗3 Pro 고양이 살균 무선 정수기,PETKIT,飲水機,PETKIT Korea / Coupang / Naver Shopping,"約89,000–159,000 KRW",台灣有代理/平輸,UVC/無線版適合多貓飲水管理,韓版插頭/電壓、APP區域、電池/保固；濾芯另買,可攜回電子品；確認鋰電池容量與託運/手提規則,https://search.naver.com/search.naver?where=nexearch&query=PETKIT%20Uvc%20%EC%97%90%EB%B2%84%EC%8A%A4%EC%9C%973%20Pro%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%82%B4%EA%B7%A0%20%EB%AC%B4%EC%84%A0%20%EC%A0%95%EC%88%98%EA%B8%B0,https://www.google.com/search?q=PETKIT%20Eversweet%203%20Pro%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-018,keep,medium,Taiwan high,PETKIT 台灣官網/PChome/momo/蝦皮等通路可見,PETKIT 台灣與韓國通路強，智慧飲水機熱門，上調。,2,63
第二輪,KCAT-NOLITTER-013,餵食,A｜優先買,medium,PETKIT Fresh Element Mini 智慧餵食器,펫킷 프레시 엘리먼트 미니 자동급식기 고양이,PETKIT,自動餵食器,PETKIT Korea / Coupang / Naver Shopping,"約89,000–159,000 KRW",台灣有類似/代理,乾糧定時定量；韓國促銷價差可能大,APP區域/斷電備援；只適合乾糧，不裝食物過海關,可攜回電子品；體積較大,https://search.naver.com/search.naver?where=nexearch&query=%ED%8E%AB%ED%82%B7%20%ED%94%84%EB%A0%88%EC%8B%9C%20%EC%97%98%EB%A6%AC%EB%A8%BC%ED%8A%B8%20%EB%AF%B8%EB%8B%88%20%EC%9E%90%EB%8F%99%EA%B8%89%EC%8B%9D%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=PETKIT%20Fresh%20Element%20Mini%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-021,keep,medium,Taiwan high,PETKIT 台灣官方與大型通路可見,智慧餵食器熱門品類，上調。,2,64
第二輪,KCAT-NOLITTER-011,飲水,A｜優先買,medium,PETKIT Solo 2 智慧低噪飲水機,펫킷 솔로2 스마트펫 앱연동정수기,PETKIT,飲水機,PETKIT Korea / Coupang / Naver Shopping,"約49,000–89,000 KRW",台灣常見,比大型機輕；可補濾芯,電子/APP/保固；泵浦噪音與清洗頻率,可攜回電子品；濾芯型號別買錯,https://search.naver.com/search.naver?where=nexearch&query=%EC%A0%80%EC%86%8C%EC%9D%8C%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%A0%95%EC%88%98%EA%B8%B0%20%ED%8E%AB%ED%82%B7%20%EC%86%94%EB%A1%9C2%20%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8E%AB%20%EC%95%B1%EC%97%B0%EB%8F%99%EC%A0%95%EC%88%98%EA%B8%B0,https://www.google.com/search?q=PETKIT%20Solo%202%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-019,keep,medium,Taiwan high,PETKIT 台灣官方與大型電商長期販售,品牌強、通路明確，上調。,1,65
第二輪,KCAT-NOLITTER-012,飲水,B｜可順手買,medium,小米 Smart Pet Fountain 智慧寵物飲水機,샤오미 스마트 펫 급수기 고양이,Xiaomi,飲水機,Coupang / Naver Shopping / 小米韓國通路,"約59,000–99,000 KRW",台灣小米/電商可見,韓國促銷便宜可買；耗材相對好找,插頭/電壓、APP區域、保固,可攜回電子品；台灣同價則不必背,https://search.naver.com/search.naver?where=nexearch&query=%EC%83%A4%EC%98%A4%EB%AF%B8%20%EC%8A%A4%EB%A7%88%ED%8A%B8%20%ED%8E%AB%20%EA%B8%89%EC%88%98%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=%E5%B0%8F%E7%B1%B3%20%E5%AF%B5%E7%89%A9%E9%A3%B2%E6%B0%B4%E6%A9%9F%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-020,keep,medium,Taiwan high,小米/米家寵物飲水機台灣能見度高,高知名度品牌跨市場通路多。,1,66
第四輪新增,KCAT-POP-068,自動貓砂盆,B,high,CATLINK BayMax 全自動貓砂機,캣링크 베이맥스 고양이 자동화장실,CATLINK,自動貓砂盆,Danawa / open market overseas purchase,"accessories 20,860–50,960 KRW; main unit varies",momo CATLINK 貓砂機 listings,自動鏟砂，CATLINK在台有多款貓砂機頁面,搜尋結果混有配件/垃圾袋；需確認買的是本體,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://search.danawa.com/dsearch.php?query=%EC%BA%A3%EB%A7%81%ED%81%AC%20%EB%B2%A0%EC%9D%B4%EB%A7%A5%EC%8A%A4%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%9E%90%EB%8F%99%ED%99%94%EC%9E%A5%EC%8B%A4,https://www.momoshop.com.tw/search/CATLINK%20%E8%B2%93%E7%A0%82%E6%A9%9F?viewport=desktop,Naver/Coupang blocked,keep,medium,Korea+Taiwan CATLINK listings,Danawa 9; momo 8,跨市場有 CATLINK 型號/系列可見，但韓國結果含配件，列中高順位。,1,67
第四輪新增,KCAT-POP-069,自動貓砂盆,B,high,CATLINK Scooper Young 全自動貓砂機,캣링크 스쿠퍼 영 고양이 자동화장실,CATLINK,自動貓砂盆,Danawa / open market,"563,900 KRW main unit; accessories 35,400–69,000",momo CATLINK/Scooper query listings,CATLINK 入門自動砂盆，耗材袋較容易找,Young/Pro/SE variants 混在，購買前需核型號,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://search.danawa.com/dsearch.php?query=%EC%BA%A3%EB%A7%81%ED%81%AC%20%EC%8A%A4%EC%BF%A0%ED%8D%BC%20%EC%98%81%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%9E%90%EB%8F%99%ED%99%94%EC%9E%A5%EC%8B%A4,https://www.momoshop.com.tw/search/CATLINK%20SCOOPER%20%E8%B2%93%E7%A0%82%E6%A9%9F?viewport=desktop,Naver/Coupang blocked,keep,medium,KR exact model + TW brand presence,Danawa 5; momo 30 query goods,CATLINK 自動砂盆線有跨市場訊號。,1,68
第四輪新增,KCAT-POP-076,排泄物收納/除臭,B,high,LitterLocker Design 第三代貓便防臭桶,리터락커 디자인 고양이 배변통,LitterLocker,貓便/貓砂防臭垃圾桶,Danawa / open market,"27,710 KRW observed",momo LitterLocker Design listings,鏟砂後封存臭味，陽台/小宅友好,需持續購買專用補充袋,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://search.danawa.com/dsearch.php?query=%EB%A6%AC%ED%84%B0%EB%9D%BD%EC%BB%A4%20%EB%94%94%EC%9E%90%EC%9D%B8%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EB%B0%B0%EB%B3%80%ED%86%B5,https://www.momoshop.com.tw/search/LitterLocker%20%E8%B2%93?viewport=desktop,Naver/Coupang blocked,keep,medium,TW exact brand/category availability,Danawa 1; momo 4,貓便防臭桶跨市場可見，實用性高。,1,69
第二輪,KCAT-NOLITTER-008,除臭,B｜可順手買,weak,S-Class 無香粉末型貓砂除臭劑 10入,에스클래스 탈취제 가루형 무향 10개입,S-Class,無香粉末除臭劑,Naver SmartStore,待查,未見主流台灣正式通路,粉末非液體，行李友善；無香較適合貓,確認成分非植物/精油；粉末可能揚塵,條件可攜回；購買前確認非植物/非精油,https://smartstore.naver.com/main/products/9648467659,https://shopee.tw/search?keyword=%EC%97%90%EC%8A%A4%ED%81%B4%EB%9E%98%EC%8A%A4%20%ED%83%88%EC%B7%A8%EC%A0%9C,原清單ID：KCAT100-016,keep,medium,Korea blog-review signal,Multiple Korean blog reviews; direct SmartStore blocked/429,粉末非液體且多篇韓文心得，維持。,0,70
第二輪,KCAT-NOLITTER-009,除臭,C｜先觀望,weak,Nyang Fresh 無香四孔貓砂盆除臭器,냥프레쉬 고양이 화장실 모래 냄새제거 반영구 살균 탈취제 무향 4구 1세트,Nyang Fresh,固態/裝置型無香除臭,Naver SmartStore,依店鋪,未見主流台灣正式通路,無香固態裝置，比液體噴霧更好帶,若含電池/臭氧/殺菌機制需確認安全,條件可攜回；若含電池依航空規範,https://smartstore.naver.com/main/products/8716804658,https://shopee.tw/search?keyword=%EB%83%A5%ED%94%84%EB%A0%88%EC%89%AC,原清單ID：KCAT100-017,keep,medium,Korea blog/search signal,Multiple Korean blog/search mentions; no reliable count,韓國提及支撐但機制/安全需保守，維持低順位。,0,71
第二輪,KCAT-NOLITTER-014,餵食,B｜可順手買,medium,Petree 智慧自動餵食器 4L/5L,PETREE 고양이 자동급식기,Petree,自動餵食器,Coupang / Naver Shopping / Gmarket,"約42,900–108,000 KRW",台灣較少或平輸,PETKIT 替代；可找低價帶攝影機/定時款,攝影機隱私、APP、保固；行李防撞,可攜回電子品；確認海外 APP 可用,https://search.naver.com/search.naver?where=nexearch&query=Petree%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%9E%90%EB%8F%99%EA%B8%89%EC%8B%9D%EA%B8%B0,https://www.google.com/search?q=Petree%20%E8%87%AA%E5%8B%95%E9%A4%B5%E9%A3%9F%E5%99%A8%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-022,keep,medium,Korea/Taiwan medium,Petree 台韓多平台販售能見度,跨市場販售但品牌熱度中等。,0,72
第二輪,KCAT-NOLITTER-015,餵食,B｜可順手買,medium,pidan 傾斜陶瓷貓碗/碗架,pidan 고양이 식기,pidan,食碗,Coupang / Naver Shopping / 韓國寵物店,"約13,000–35,000 KRW",台灣有蝦皮/momo平輸,非電子非食物；韓國特價可買,陶瓷/玻璃易碎；確認無木製/植物材配件,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=pidan%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%8B%9D%EA%B8%B0,https://www.google.com/search?q=pidan%20%E8%B2%93%E7%A2%97%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-023,keep,medium,Taiwan medium-high,pidan 台灣寵物通路常見,pidan 台灣品牌能見度佳，保留。,0,73
第二輪,KCAT-NOLITTER-017,旅行,B｜可順手買,medium,pidan 太空艙/便攜寵物背包,pidan 고양이 이동장,pidan,外出包/移動籠,Coupang / Naver Shopping,"約38,000–139,000 KRW",台灣有平輸,設計感強，短程看診/拍照,夏天悶熱、承重、航空尺寸需確認,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=pidan%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%9D%B4%EB%8F%99%EC%9E%A5,https://www.google.com/search?q=pidan%20%E8%B2%93%20%E5%A4%96%E5%87%BA%E5%8C%85%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-025,keep,medium,Taiwan medium-high,pidan 外出包在台灣搜尋/通路能見度佳,品牌與需求明確，維持。,0,74
第二輪,KCAT-NOLITTER-021,美容,B｜可順手買,medium,Babion 貓用安全指甲剪,바비온 고양이 발톱깎이,Babion,指甲剪,Coupang / Naver Shopping,"約9,900–19,900 KRW",台灣不一定常見,韓國小工具便宜；補貨用,利器需託運；剪到血線風險,可攜回；利器建議託運,https://search.naver.com/search.naver?where=nexearch&query=%EB%B0%94%EB%B9%84%EC%98%A8%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EB%B0%9C%ED%86%B1%EA%B9%8E%EC%9D%B4,https://www.google.com/search?q=Babion%20%E8%B2%93%20%E6%8C%87%E7%94%B2%E5%89%AA%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-029,keep,medium,Korea medium,Babion 韓國通路能見度中等,韓國本地可買、工具需求穩定。,0,75
第二輪,KCAT-NOLITTER-022,美容,B｜可順手買,medium,Dingdongpet LED 寵物指甲剪,딩동펫 고양이 발톱깎이 LED,Dingdongpet,LED 指甲剪,Coupang / Naver Shopping,"約6,100–21,730 KRW",台灣同類多,LED 款可輔助看血線，小件好帶,鈕扣電池/利器規則；深色甲仍不一定看清,可攜回；含電池與利器需依航空規範,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%A9%EB%8F%99%ED%8E%AB%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EB%B0%9C%ED%86%B1%EA%B9%8E%EC%9D%B4,https://www.google.com/search?q=Dingdongpet%20%E6%8C%87%E7%94%B2%E5%89%AA%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-030,keep,medium,Korea medium,Dingdongpet 韓國寵物用品品牌可見,韓國品牌與工具性明確。,0,76
第二輪,KCAT-NOLITTER-025,健康工具,B｜可順手買,medium,Dingdongpet 寵物/貓體重計,딩동펫 고양이 체중계,Dingdongpet,體重計,Coupang / Naver Shopping,"約25,000–69,000 KRW",台灣有同類,慢性病/減重貓家庭實用,電子品佔行李；電池/保固；非診斷用途,可攜回電子品；台灣同價不必背,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%A9%EB%8F%99%ED%8E%AB%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%B2%B4%EC%A4%91%EA%B3%84,https://www.google.com/search?q=%E8%B2%93%20%E9%AB%94%E9%87%8D%E8%A8%88%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-033,keep,medium,Korea medium,Dingdongpet 體重計韓國通路能見度中等,健康工具需求明確但非爆款。,0,77
第二輪,KCAT-NOLITTER-032,玩具,B｜可順手買,medium,Catit Senses 2.0 Circuit 軌道球玩具,캣잇 센스 2.0 서킷 고양이 장난감,Catit,軌道球玩具,Coupang / Naver Shopping / Pet Friends,"約18,000–35,000 KRW",台灣有進口,不含食物/植物，互動球道可長期使用,塑膠件需定期清潔；球可能噪音,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%A3%EC%9E%87%20%EC%84%BC%EC%8A%A4%202.0%20%EC%84%9C%ED%82%B7%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=Catit%20Senses%202.0%20Circuit%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-040,keep,medium,Korea/Taiwan brand signal,KR exact/near 4.9/5 10 reviews; Catit related 809 reviews; TW PChome Catit 88 results,Catit 系列台韓通路能見度佳，維持。,0,78
第二輪,KCAT-NOLITTER-034,玩具,A｜優先買,medium,Cat Dancer Rainbow Cat Charmer 彩帶逗貓棒,캣댄서 레인보우 캣차머,Cat Dancer,彩帶逗貓棒,Coupang / Naver Shopping,"約8,000–18,000 KRW",台灣有平輸,輕、小、非植物，適合旅購補貨,使用後收起；長繩有纏繞風險,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%A3%EB%8C%84%EC%84%9C%20%EB%A0%88%EC%9D%B8%EB%B3%B4%EC%9A%B0%20%EC%BA%A3%EC%B0%A8%EB%A8%B8,https://www.google.com/search?q=Cat%20Dancer%20Cat%20Charmer%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-042,keep,medium,Korea/Taiwan presence,KR snippet 5/5 1 review; TW PChome Cat Dancer result,經典逗貓棒品牌，保留但不升。,0,79
第二輪,KCAT-NOLITTER-036,貓床/窩,B｜可順手買,weak,Dingdongpet 窗邊吸盤貓吊床,딩동펫 고양이 창문 해먹,Dingdongpet,窗邊吊床,Coupang / Naver Shopping,"約15,000–35,000 KRW",台灣有同類品,非食品，窗邊曬太陽貓適用,吸盤承重、玻璃清潔、掉落風險,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%A9%EB%8F%99%ED%8E%AB%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%B0%BD%EB%AC%B8%20%ED%95%B4%EB%A8%B9,https://www.google.com/search?q=%E8%B2%93%20%E7%AA%97%E9%82%8A%20%E5%90%8A%E5%BA%8A%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-044,keep,medium,Korea retailer signal,"KR Dingdongpet 4.7/5, 43 reviews; 類目另有 33 reviews",窗邊吊床同品牌/同類有評分評論。,0,80
第三輪新增,KCAT-NOLITTER-043,除臭,A｜優先買,medium,ReNature Zeolite 沸石貓砂/砂盆除臭 500g,리네이처 제올라이트 고양이 화장실 탈취제 500g,ReNature Zeolite / 리네이처 제올라이트,礦物沸石除臭顆粒/袋,官方商城 / Coupang / Naver Shopping / 오늘의집,500g×5組合依店鋪確認,台灣主流通路未確認,沸石礦物材料、無香非液體，比香氛噴霧更適合貓砂盆,勿讓貓誤食；保留原包裝,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://renaturezeolite.com/category/%EC%A0%9C%ED%92%88-%EA%B5%AC%EB%A7%A4/24/,https://shopee.tw/search?keyword=zeolite%20%E8%B2%93%E7%A0%82%20%E9%99%A4%E8%87%AD,避免散裝粉末入境被要求說明；原清單ID：KCAT100-062,keep,medium,Korea official + blog signal,Official ReNature site + Naver blog mentions,礦物無香除臭，官方與部落格訊號中等。,0,81
第三輪新增,KCAT-NOLITTER-048,砂盆,C｜先觀望,strong,Kangjipsa 透明開放式大/超大貓砂盆,강집사 투명 화장실 오픈형 고양이 화장실 대형 초대형,Kangjipsa / 강집사,塑膠開放式透明砂盆,官方商城 / Naver SmartStore / AboutPet,"約29,300 KRW 起",台灣主流通路未確認,可搭配同品牌大鏟/防砂階，韓國透明大砂盆設計,體積大；透明塑膠易刮,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://www.kangjipsa.com/product/%EA%B0%95%EC%A7%91%EC%82%AC-%ED%88%AC%EB%AA%85-%ED%99%94%EC%9E%A5%EC%8B%A4-%EC%98%A4%ED%94%88%ED%98%95-%EA%B3%A0%EC%96%91%EC%9D%B4-%ED%99%94%EC%9E%A5%EC%8B%A4-%EB%8C%80%ED%98%95-%EC%B4%88%EB%8C%80%ED%98%95/73/,https://shopee.tw/search?keyword=%E9%80%8F%E6%98%8E%20%E5%A4%A7%E5%9E%8B%20%E8%B2%93%E7%A0%82%E7%9B%86,行李體積是主要限制；原清單ID：KCAT100-067,keep,medium,Korea rating/search signal,"KR 4.9/5, 10 reviews; related Coupang set 23 reviews",韓國品牌設計相關但評論量普通。,0,82
第三輪新增,KCAT-NOLITTER-055,隧道/躲藏,A｜優先買,strong,無鐵線毛氈隧道躲藏屋,소심한호랑이 숨숨집 터널,소심한호랑이,合成毛氈隧道/躲藏屋,Naver SmartStore / Coupang,"約17,900–48,000 KRW",台灣未見同品牌穩定販售,可折疊、非食品；適合喜歡鑽洞與躲藏的貓,大件佔空間,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/gulbee283/224022264382,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%86%8C%EC%8B%AC%ED%95%9C%ED%98%B8%EB%9E%91%EC%9D%B4+%E8%B2%93+%E9%9A%A7%E9%81%93,只列可確認為聚酯/合成纖維版本；羊毛款排除；原清單ID：KCAT100-074,keep,medium,Korea blog signal,Multiple KR blog mentions; no reliable count,韓國本地部落格提及頻繁，保留。,0,83
第三輪新增,KCAT-NOLITTER-058,家具,A｜優先買,medium,窗邊貓吊床/窗台平台,요기펫 윈도우 고양이 해먹,요기펫,窗邊吊床/窗台家具,Naver Shopping / SmartStore,"約24,300–30,000 KRW",台灣有相似窗台吊床，未見同品牌穩定販售,適合愛看窗外的室內貓，比大型貓跳台更好帶,吸盤/固定方式需定期檢查,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/alswls113500/224301292492,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%9A%94%EA%B8%B0%ED%8E%AB+%E7%AA%97%E6%88%B6+%E8%B2%93%E5%90%8A%E5%BA%8A,確認窗框尺寸與承重；原清單ID：KCAT100-077,keep,medium,Korea exact + category,"Yogipet 26 reviews; category near-match 5,683 reviews",同品牌不多但類目需求強，維持。,0,84
第三輪新增,KCAT-NOLITTER-060,家具,A｜優先買,strong,蜘蛛款窗戶貓吊床,해리스힐 스파이더켓 고양이 창문 해먹,해리스힐,窗戶吸附式吊床,PetFriends / Naver Shopping,"約32,900–36,900 KRW",台灣未見同品牌穩定販售,韓國貓友實測多，重量與體積可接受,吸盤在濕熱環境要定期重裝,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/ryanlv52/224243059378,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%ED%95%B4%EB%A6%AC%EC%8A%A4%ED%9E%90+%E8%B2%93%E5%90%8A%E5%BA%8A,確認吸盤耗材可替換；原清單ID：KCAT100-079,keep,medium,Korea blog signal,Multiple KR blog mentions; no platform count,韓國實測文支撐，維持。,0,85
