round,item_id,category,priority,evidence_strength,product_name_zh,product_name_ko,brand,item_type,korea_buy_locations,korea_price_krw_observed_or_range,taiwan_availability,why_buy_tw_consumer,risks,bringback_status,korea_source_url,taiwan_source_url,blockers,popularity_keep_or_drop,popularity_confidence_level,best_popularity_signal,rating_or_review_count,popularity_reason,recommended_rank_delta,popularity_rank
第三輪新增,KCAT-NOLITTER-064,家具,B｜可順手買,medium,mou studio 寵物旅館用質感隧道/躲藏屋,모우 스튜디오 고양이 터널 숨숨집,mou studio,隧道/躲藏屋,mou studio 官方/SmartStore / 韓國貓旅館採購通路,"約45,000–118,000 KRW",台灣未見同品牌常態販售,設計感高，適合韓國風貓家具小物,較大件；逐款確認材質,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/air_mnb/224153692884,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+mou+studio+%E8%B2%93+%E9%9A%A7%E9%81%93,只收非紙板、非羊毛、非植物纖維款；原清單ID：KCAT100-083,keep,medium,Korea design/blog signal,"KR PetFriends 4.8/5, 5 reviews; blogs/오늘의집 mentions",設計小眾候選，保留。,0,86
第三輪新增,KCAT-NOLITTER-067,餵食/飲水工具,C｜先觀望,weak,PetSafe Drinkwell Pagoda 陶瓷飲水機,펫세이프 드링크웰 파고다 세라믹 정수기,PetSafe Drinkwell,陶瓷循環式飲水機,Naver Shopping / Coupang/Gmarket 海外直購,"約110,000–180,000 KRW",台灣多為代購/平行輸入,陶瓷抗味道殘留，外型送禮感較好,重且易破；需確認濾芯、馬達與電壓,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=PetSafe%20Drinkwell%20Pagoda%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%A0%95%EC%88%98%EA%B8%B0,https://shopee.tw/search?keyword=Drinkwell%20Pagoda%20%E9%A3%B2%E6%B0%B4%E6%A9%9F,韓國現貨不穩；原清單ID：KCAT100-086,keep,medium,Taiwan medium,Drinkwell Pagoda 台灣進口/蝦皮可搜尋,老款陶瓷飲水機，低順位保留。,0,87
第三輪新增,KCAT-NOLITTER-068,餵食/飲水工具,B｜可順手買,weak,PetSafe Healthy Pet Simply Feed 自動餵食器,펫세이프 헬시펫 심플리 피드 자동급식기,PetSafe,定時定量自動餵食器,Naver Shopping / Gmarket / Coupang海外直購,"約150,000–260,000 KRW",台灣多為海外代購,可程式定量，適合短期外出與控制乾糧份量,體積大；乾糧顆粒尺寸需相容；保固電源需確認,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=PetSafe%20Healthy%20Pet%20Simply%20Feed%20%EC%9E%90%EB%8F%99%EA%B8%89%EC%8B%9D%EA%B8%B0,https://shopee.tw/search?keyword=PetSafe%20Simply%20Feed,韓國來源以跨境賣場為主；原清單ID：KCAT100-087,keep,medium,Taiwan medium,PetSafe Simply Feed 台灣代購/蝦皮可搜尋,品牌可信但台韓熱度一般。,0,88
第三輪新增,KCAT-NOLITTER-072,餵食/飲水工具,B｜可順手買,medium,Homerunpet 無線泵循環飲水機 2L,호머런펫 무선펌프 고양이 정수기 2L,Homerunpet,靜音飲水機,Naver Shopping / Freeship跨境賣場 / Coupang搜尋,"約90,000–150,000 KRW",台灣蝦皮可見Homerunpet飲水機/濾芯,無線泵設計較好清洗，適合在意馬達線髒污的家庭,需確認濾芯供應、馬達替換、電壓與保固,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=Homerunpet%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%A0%95%EC%88%98%EA%B8%B0,https://shopee.tw/search?keyword=Homerunpet%20%E9%A3%B2%E6%B0%B4%E6%A9%9F,韓國多為跨境/進口頁，需確認整機；原清單ID：KCAT100-091,keep,medium,Taiwan medium,Homerunpet 台灣蝦皮/搜尋可見,無線泵賣點明確但不高排。,0,89
第三輪新增,KCAT-NOLITTER-073,餵食/飲水工具,B｜可順手買,weak,Nina Ottosson Rainy Day Cat Puzzle 貓益智餵食盤,니나오토슨 레이니데이 캣 퍼즐,Nina Ottosson / Outward Hound,益智慢食/嗅聞餵食玩具,Naver Shopping / Coupang / 進口寵物用品店,"約25,000–45,000 KRW",台灣可見Nina Ottosson系列,非食品但能提升進食互動、消耗精力,需人在旁監督，避免咬小零件,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=Nina%20Ottosson%20Rainy%20Day%20Cat%20%ED%8D%BC%EC%A6%90,https://shopee.tw/search?keyword=Nina%20Ottosson%20Cat%20Puzzle,韓國搜尋會混入犬用版，需確認Cat款；原清單ID：KCAT100-092,keep,medium,Taiwan medium,Nina Ottosson 品牌台灣搜尋/進口可見,益智餵食盤品牌有口碑，低順位保留。,0,90
第三輪新增,KCAT-NOLITTER-074,餵食/飲水工具,B｜可順手買,weak,Nina Ottosson Buggin’ Out Cat Puzzle 貓益智餵食盤,니나오토슨 버긴아웃 캣 퍼즐,Nina Ottosson / Outward Hound,益智慢食/藏食玩具,Naver Shopping / Coupang / 進口寵物用品店,"約25,000–50,000 KRW",台灣蝦皮/代購可見同品牌貓款,體積輕可當伴手禮，對貪吃貓可延長進食時間,需搭配乾糧/零食使用；本品不含食品,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=Nina%20Ottosson%20Buggin%20Out%20Cat%20Puzzle%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://shopee.tw/search?keyword=Buggin%20Out%20Cat%20Puzzle,需比對款式；原清單ID：KCAT100-093,keep,medium,Taiwan medium,Nina Ottosson Buggin Out 台灣搜尋可見,款式需核對但品牌/品類合理。,0,91
第三輪新增,KCAT-NOLITTER-077,外出旅行,C｜先觀望,medium,Sleepypod Air 機艙型寵物旅行包,슬리피팟 에어 이동가방,Sleepypod,機艙旅行包/車用安全包,Gmarket / Coupang海外直購 / Naver搜尋,"約500,000–560,000 KRW",台灣少量代購/海外購,高階旅行包，主打機艙與車用安全,非常貴；需確認航空公司尺寸；大貓不一定舒適,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://www.gmarket.co.kr/n/search?keyword=sleepypod,https://sleepypod.com/products/sleepypod-air,韓國多為海外直購高價；原清單ID：KCAT100-096,keep,medium,Taiwan medium,Sleepypod 全球高端口碑，台灣進口搜尋可見,高端旅行包低順位保留。,0,92
第三輪新增,KCAT-NOLITTER-079,梳毛清潔工具,B｜可順手買,medium,Pawise 貓狗用除毛按摩手套,파와이즈 그루밍 장갑,Pawise,梳毛手套/按摩除毛工具,Naver Shopping / Coupang / Danawa搜尋,"約7,000–15,000 KRW",台灣蝦皮可見Pawise或同類梳毛手套,輕巧便宜無液體，怕梳子的貓可先用手套,長毛打結效果有限；矽膠齒勿過度拉扯,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.danawa.com/dsearch.php?query=%EA%B3%A0%EC%96%91%EC%9D%B4%EA%B7%B8%EB%A3%A8%EB%B0%8D%EC%9E%A5%EA%B0%91,https://shopee.tw/search?keyword=Pawise%20%E6%A2%B3%E6%AF%9B%E6%89%8B%E5%A5%97,泛用手套，需確認尺寸；原清單ID：KCAT100-098,keep,medium,Korea/Taiwan medium,Pawise grooming glove 台韓搜尋可見,需求穩定但品牌差異化普通。,0,93
第四輪新增,KCAT-POP-072,砂盆,B,high,pidan Igloo 雪屋貓砂盆,피단 이글루 고양이 화장실,pidan,封閉式貓砂盆,Danawa / open market,"119,000 KRW observed",momo/search marketplace,外型設計佳，降低外帶砂與視覺雜亂,入口/內部尺寸需對大型貓確認,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://search.danawa.com/dsearch.php?query=%ED%94%BC%EB%8B%A8%20%EC%9D%B4%EA%B8%80%EB%A3%A8%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%ED%99%94%EC%9E%A5%EC%8B%A4,https://www.momoshop.com.tw/search/pidan%20igloo%20%E8%B2%93%E7%A0%82%E7%9B%86?viewport=desktop,Naver/Coupang blocked,keep,medium,KR exact product count,Danawa 13,pidan 貓用品品牌與精準韓國商品數支撐保留。,0,94
第四輪新增,KCAT-POP-073,砂盆,B,high,IRIS OHYAMA 頂入式貓砂盆 PUNT-530,아이리스오야마 탑엔트리 고양이 화장실 PUNT-530,IRIS OHYAMA,頂入式貓砂盆,Danawa / open market,"191,300 KRW observed",momo IRIS cat-litter-box listings,減少撥砂外濺，上開式節省視覺空間,幼貓/高齡貓不一定適合頂入,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://search.danawa.com/dsearch.php?query=%EC%95%84%EC%9D%B4%EB%A6%AC%EC%8A%A4%20%ED%83%91%EC%97%94%ED%8A%B8%EB%A6%AC%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%ED%99%94%EC%9E%A5%EC%8B%A4,https://www.momoshop.com.tw/search/IRIS%20%E8%B2%93%E7%A0%82%E7%9B%86?viewport=desktop,Naver/Coupang blocked,keep,medium,TW IRIS category depth,Danawa 1; momo 30,IRIS 品牌在台灣貓砂盆通路深，精準型號韓國可見。,0,95
第四輪新增,KCAT-POP-074,砂盆,B,high,Unicharm DeoToilet 貓用消臭廁所本體,유니참 데오토일렛 고양이 화장실 본체,Unicharm,雙層消臭貓砂盆本體,Danawa / LG Unicharm sellers,"44,600–52,900 KRW",momo Unicharm Deotoilet listing,雙層尿墊系統可降低尿味、清理分離,Starter set 可能含砂/墊；帶回需只選本體或安全配件,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://search.danawa.com/dsearch.php?query=%EC%9C%A0%EB%8B%88%EC%B0%B8%20%EB%8D%B0%EC%98%A4%ED%86%A0%EC%9D%BC%EB%A0%9B%20%EB%B3%B8%EC%B2%B4,https://www.momoshop.com.tw/search/Unicharm%20Deotoilet?viewport=desktop,避免把貓砂/尿墊耗材納入攜回主清單,keep,medium,Cross-market exact listings,Danawa 3/4; momo 1,知名貓廁所系統，韓台都有精準通路線索。,0,96
第四輪新增,KCAT-POP-078,清潔周邊,B,high,pidan 雙層蜂巢貓砂墊,피단 고양이 모래매트,pidan,貓砂墊/落砂收集墊,Danawa / open market,"27,500–48,120 KRW",momo pidan/貓砂墊 search,減少帶砂，倒回砂盆清理方便,矽膠/塑膠氣味需通風；尺寸要配砂盆,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://search.danawa.com/dsearch.php?query=%ED%94%BC%EB%8B%A8%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EB%AA%A8%EB%9E%98%EB%A7%A4%ED%8A%B8,https://www.momoshop.com.tw/search/pidan%20%E8%B2%93%E7%A0%82%E5%A2%8A?viewport=desktop,Naver/Coupang blocked,keep,medium,TW category + KR exact listings,Danawa 2; momo 30,pidan 貓砂墊為貓用配件，跨市場可見。,0,97
第四輪新增,KCAT-POP-082,砂盆,B,high,LitterLocker LitterBox 360° 高邊貓砂盆,리터락커 리터박스 360 고양이 화장실,LitterLocker,高邊開放式貓砂盆,open market / overseas purchase search,KR exact price not cleanly observed,momo LitterLocker 360 exact listings,高邊防噴砂，搭配同牌防臭桶形成清理系統,韓國可得性弱；砂盆較 bulky,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://search.danawa.com/dsearch.php?query=%EB%A6%AC%ED%84%B0%EB%9D%BD%EC%BB%A4%20360%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%ED%99%94%EC%9E%A5%EC%8B%A4,https://www.momoshop.com.tw/search/LitterLocker%20360?viewport=desktop,KR exact availability not cleanly parsed,keep,medium,Taiwan exact listings,momo 2 exact; LitterLocker category 4,台灣精準商品可見，與防臭桶生態相關。,0,98
第四輪新增,KCAT-POP-085,玩具,B,high,Udadamansion 抓不到鼠尾自動逗貓桿,우다다맨숀 못잡겠쥐꼬리 자동낚시대,Udadamansion / 우다다맨숀,自動逗貓桿,PetFriends,"19,900 KRW",台灣未確認,模擬鼠尾移動，降低手動逗貓負擔,線/尾巴配件需收納避免誤食,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://m.pet-friends.co.kr/product/detail/315617,https://shopee.tw/search?keyword=%E8%B2%93%20%E8%87%AA%E5%8B%95%20%E9%BC%A0%E5%B0%BE%20%E9%80%97%E8%B2%93,,keep,medium,Korea medium,"PetFriends 4.5/5, 98 reviews",接近百則韓國評論，保留中順位。,0,99
第四輪新增,KCAT-POP-089,玩具,B,high,Meongnyangirang Catflix 基本型自動玩具,멍냥이랑 캣플릭스 기본형,멍냥이랑,自動獵捕玩具,PetFriends,"39,000 KRW",台灣未確認,自動隱藏式動作玩具，增加環境豐富化,布套/活動部件需檢查磨耗,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://m.pet-friends.co.kr/product/detail/184195,https://shopee.tw/search?keyword=Catflix%20%E8%B2%93%20%E8%87%AA%E5%8B%95%20%E7%8E%A9%E5%85%B7,,keep,medium,Korea medium,"PetFriends 4.1/5, 290 reviews",評論數足夠但評分中等，保留中低順位。,0,100
第四輪新增,KCAT-POP-092,貓床/窩,B,high,Yogisso 可折疊超細纖維貓窩睡墊,요기쏘 접이식 극세사 마약 방석 숨숨집 S/M,Yogisso / 요기쏘,折疊躲藏床/睡墊,PetFriends,"35,900 KRW",台灣未確認,可摺疊布質躲藏床，收納方便,微纖維布料需定期清洗；縫線需檢查,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://m.pet-friends.co.kr/product/detail/185200,https://shopee.tw/search?keyword=%E9%9F%93%E5%9C%8B%20%E6%8A%98%E7%96%8A%20%E8%B2%93%E7%AA%A9%20%E8%B2%93%E5%BA%8A,,keep,medium,Korea medium,"PetFriends 4.7/5, 94 reviews",近百則韓國評論，收納友善。,0,101
第四輪新增,KCAT-POP-093,貓床/窩,B,high,ChocoPetHouse 貓用冰涼屋躲藏窩,초코펫하우스 캣 하우스 아이스 쿨링 얼음 숨숨집,ChocoPetHouse / 초코펫하우스,涼感躲藏窩,PetFriends,"38,800 KRW",台灣有相似涼感貓窩,台灣炎熱潮濕氣候可考慮涼感躲藏窩,需確認涼感墊材質與耐咬性,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://m.pet-friends.co.kr/product/detail/256240,https://shopee.tw/search?keyword=%E8%B2%93%20%E6%B6%BC%E6%84%9F%20%E8%BA%B2%E8%97%8F%20%E8%B2%93%E7%AA%A9,,keep,medium,Korea medium,"PetFriends 4.7/5, 63 reviews",韓國評分不錯但評論量中等。,0,102
第四輪新增,KCAT-POP-096,玩具,B,high,Best Price LED 雷射逗貓桿,베스트 프라이스 LED 레이져 낚시대,Best Price,LED/雷射玩具,PetFriends,"19,900 KRW",台灣有相似雷射逗貓玩具,手持/LED互動玩具，避開植物/動物材料,雷射不可直射眼睛；需實體獎勵收尾,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://m.pet-friends.co.kr/product/detail/287188,https://shopee.tw/search?keyword=%E8%B2%93%20LED%20%E9%9B%B7%E5%B0%84%20%E9%80%97%E8%B2%93,,keep,medium,Korea medium,"PetFriends 4.1/5, 302 reviews",評論數高但評分普通，列中順位。,0,103
第四輪新增,KCAT-POP-098,玩具,B,high,Altteulpet TangTangTang-Nyang 打地鼠式貓玩具,알뜰펫 탕탕탕냥 장난감 그린/오렌지,Altteulpet / 알뜰펫,打地鼠式玩具,PetFriends,"14,900 KRW",台灣有相似打地鼠貓玩具,拍打式互動玩具，訓練捕捉反應,共用分類但商品名明確貓用；按鍵/小件需檢查,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://m.pet-friends.co.kr/product/detail/170886,https://shopee.tw/search?keyword=%E8%B2%93%20%E6%89%93%E5%9C%B0%E9%BC%A0%20%E7%8E%A9%E5%85%B7,Listed in dog/cat shared category,keep,medium,Korea medium,"PetFriends 4.3/5, 125 reviews",100+ 韓國評論，保留中順位。,0,104
第四輪新增,KCAT-POP-100,防逃/家具小物,B,high,SayPet 高款貓防逃安全門 1.5m/1.8m,세이펫 방묘문 높이 1.5m/1.8m,SayPet / 세이펫,貓防逃安全門,PetFriends,"89,900 KRW",台灣有相似高款寵物安全門,高款門欄可降低開門逃脫風險,需量門寬與確認貓跳躍能力；大型不適合行李少者,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://m.pet-friends.co.kr/product/detail/318974,https://shopee.tw/search?keyword=%E8%B2%93%20%E9%98%B2%E9%80%83%20%E5%AE%89%E5%85%A8%E9%96%80%20150cm,Shared dog/cat safety-door category,keep,medium,Korea medium,"PetFriends 4.9/5, 19 reviews",評論數低但評分優，防逃需求明確。,0,105
第四輪新增,KCAT-POP-102,餵食,B,high,CATLINK FRESH2 SMART 智慧自動餵食器,캣링크 프레시2 스마트 자동급식기,CATLINK,智慧自動餵食器,Naver/Coupang search path; exact blocked,not observed,"momo i_code=12845822, TWD 3999",CATLINK 貓用品生態，app 排程與密封糧倉,韓國 app/插頭/保固需確認,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://search.shopping.naver.com/search/all?query=CATLINK%20FRESH2%20%EC%9E%90%EB%8F%99%EA%B8%89%EC%8B%9D%EA%B8%B0,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12845822,Naver Shopping access restriction,keep,medium,Taiwan momo branded availability + rating,"5.0/5, 2 reviews",CATLINK 品牌明確但評論量低，保留中順位。,0,106
第四輪新增,KCAT-POP-107,飲水,B,high,Catit PIXI 喵精靈智能靜音飲水器 2.5L,하겐 캣잇 PIXI 고양이 정수기 2.5L,Catit,貓用飲水機,SSG Marketplace,"55,840–63,520 KRW",momo Catit PIXI listings,Catit 貓用品品牌，靜音飲水器多色款,需避免買到濾芯-only listing,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://www.ssg.com/item/itemView.ssg?itemId=1000842619155&siteNo=6004&salestrNo=6005,https://www.momoshop.com.tw/search/Catit%20PIXI%20%E9%A3%B2%E6%B0%B4%E6%A9%9F,Naver blocked; SSG used,keep,medium,Korea SSG multi-listing availability,momo related rating up to 5.0/5 low count,Catit 貓專品牌跨市場可見，非既有 Digger 玩具重複。,0,107
第四輪新增,KCAT-POP-108,飲水,B,high,CATLINK PURE MOBILE 智慧無線飲水機單貓版,캣링크 퓨어 모바일 스마트 무선 정수기 단묘용,CATLINK,智慧無線貓飲水機,Naver Shopping search path; exact blocked,not observed,"momo i_code=13443505, TWD 2188",單貓版 CATLINK 飲水監測生態，無線擺放,app在韓國/台灣支援與保固需確認,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://search.shopping.naver.com/search/all?query=CATLINK%20PURE%20MOBILE%20%EC%A0%95%EC%88%98%EA%B8%B0,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13443505,Naver Shopping access restriction,keep,medium,Taiwan CATLINK retail listing,"4.7/5, 1 review",評論少但 CATLINK 貓專生態與台灣 listing 明確。,0,108
第四輪新增,KCAT-POP-110,外出旅行,B,high,Richell Fine 上掀外出提籠,릿첼 캠핑캐리 파인 더블도어/상부개폐 이동장 M,Richell,上開硬殼外出籠,SSG Marketplace,"92,245–93,070 KRW","momo TP00003100003101, TWD 1560",硬殼上開式，看診友善,狗貓共用尺寸；航空規格需另查,可攜回候選：非食品、非貓砂本體、非植物/動物來源材料；大型/電子/利器依航空與保固規範處理,https://www.ssg.com/item/itemView.ssg?itemId=1000607997214&siteNo=6004&salestrNo=6005,https://www.momoshop.com.tw/TP/TP0000310/goodsDetail/TP00003100003101,,keep,medium,Korea SSG + Taiwan availability,"SSG related 4.8/5, 6 reviews",日系外出籠台韓皆可見，保留中順位。,0,109
第二輪,KCAT-NOLITTER-001,貓砂盆/貓廁所,A｜優先買,medium,Mango 抗菌中型貓砂盆,망고 고양이 항균 리터박스 중형,Mango,塑膠貓砂盆,Pet Friends,待查,未見主流台灣正式通路,非耗材非食品；尺寸合適比帶砂更值得,體積大易壓壞；抗菌不等於免清潔,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://m.pet-friends.co.kr/product/detail/348205,https://shopee.tw/search?keyword=%EB%A7%9D%EA%B3%A0%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EB%A6%AC%ED%84%B0%EB%B0%95%EC%8A%A4,原清單ID：KCAT100-009,keep,medium,Korea retailer/search signal,"Korea: Coupang/Naver snippet 5/5, 6 ratings; PetFriends review stat null",韓國零售存在且有少量正向評分；保留但降順位。,-1,110
第二輪,KCAT-NOLITTER-006,排泄物收納/除臭,A｜優先買,medium,Petsnology Litter Zero 貓排泄物密封垃圾桶,펫츠놀로지 고양이 배변 쓰레기통 리터제로,Petsnology,貓砂便便密封收納桶,Coupang / Naver Blog / Naver Shopping,依組合,台灣可見類似品，本品未見主流通路,台灣小坪數公寓臭味暫存實用,耗材袋補充需確認；體積偏大,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://blog.naver.com/songmin3466/224119738241,https://shopee.tw/search?keyword=Petsnology%20Litter%20Zero,原清單ID：KCAT100-014,keep,medium,Korea blog/retailer presence,No reliable numeric count; Korean blog review,功能適合公寓貓家庭，但硬評論數不足，略降。,-1,111
第三輪新增,KCAT-NOLITTER-046,砂盆,C｜先觀望,medium,CatIdea XL 平板式大貓砂盆,캣아이디어 평판 대형 고양이 화장실 XL,CatIdea / 캣아이디어,塑膠開放式砂盆,Naver Shopping / Coupang,依尺寸/顏色確認,台灣有替代大砂盆；此品牌未見主流通路,非食品非植物，大貓/多貓可考慮韓國大尺寸設計款,體積大不一定適合行李箱,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%A3%EC%95%84%EC%9D%B4%EB%94%94%EC%96%B4%20%ED%8F%89%ED%8C%90%20%EB%8C%80%ED%98%95%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%ED%99%94%EC%9E%A5%EC%8B%A4%20XL,https://shopee.tw/search?keyword=CatIdea%20%E8%B2%93%E7%A0%82%E7%9B%86,只適合大行李或寄送；原清單ID：KCAT100-065,keep,medium,Korea review/blog signal,"KR Auction/Naver 4.6/5, 5 ratings + blog",大型砂盆有韓國訊號但低評論且 bulky。,-1,112
第三輪新增,KCAT-NOLITTER-062,防逃/家具小物,C｜先觀望,strong,高款貓咪防逃門,아토주 고양이 방묘문,아토주,金屬/塑膠防逃門,Naver Shopping / SmartStore,"約127,010–257,600 KRW",台灣有相似防逃門，未見同品牌常態代理,適合台灣公寓玄關防逃需求,大件且重；門框尺寸不合無法用,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/nusulab82/223618022501,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%95%84%ED%86%A0%EC%A3%BC+%E9%98%B2%E9%80%83%E9%96%80+%E8%B2%93,實際帶回可能需大型行李或海運；原清單ID：KCAT100-081,keep,medium,Korea retailer + blog,"KR Coupang 4.6/5, 11 reviews; installation blogs",防逃需求明確但 bulky，降低順位。,-1,113
第三輪新增,KCAT-NOLITTER-063,防逃/門窗小物,C｜先觀望,strong,陽台用貓狗通行寵物門,요기펫 반려동물 펫도어 베란다,요기펫,陽台/門窗寵物門,Naver Shopping / SmartStore,"約178,000–229,200 KRW",台灣未見同品牌穩定販售,有陽台貓砂盆或分區需求可考慮,大型、價格高；需精準量尺寸,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/winterdiary_22/224310850914,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%9A%94%EA%B8%B0%ED%8E%AB+%E5%AF%B5%E7%89%A9%E9%96%80+%E9%99%BD%E5%8F%B0,適合代購/海運候選；原清單ID：KCAT100-082,keep,medium,Korea + Taiwan category,"KR related 4.6/5, 106 reviews; TW PChome category 1,800 results",同類需求明確但安裝/尺寸風險，低順位。,-1,114
第二輪,KCAT-NOLITTER-005,砂盆工具,A｜優先買,weak,Miyoubox 鐵製貓砂鏟,미유박스 철제 똥삽 모래삽 고양이 화장실 배변처리 스쿱,Miyoubox,金屬貓砂鏟,Naver SmartStore,待查,未見主流台灣正式通路,金屬鏟耐用，輕便適合帶回,金屬邊緣包好，建議託運,可攜回；金屬工具建議託運並包覆尖角,https://smartstore.naver.com/main/products/12743060537,https://shopee.tw/search?keyword=%E9%90%B5%E8%A3%BD%20%E8%B2%93%E7%A0%82%E9%8F%9F,原清單ID：KCAT100-013,keep,medium,Korea official listing + blog mention,"Korea: 5/5, 3 reviews; one Naver blog",金屬鏟小眾但可帶回，人氣證據薄，低順位。,-2,115
第三輪新增,KCAT-NOLITTER-054,玩具,B｜可順手買,medium,充電式自動滾動球,고양이 충전식 전동 장난감 볼,MA-HA,電動球,Coupang / Naver Shopping,"約15,000–30,000 KRW",台灣有相似款，未見 MA-HA 常態代理,小型電子玩具易攜帶，比食品更少限制,長毛地毯易卡住；馬達聲可能嚇貓,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/withmiso-/224023343572,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+MA-HA+%E8%B2%93+%E8%87%AA%E5%8B%95%E7%90%83,確認材質非羊毛/羽毛/貓草款；原清單ID：KCAT100-073,keep,low,Korea/Taiwan category signal,"KR category/near-match 4/5, 1,417 reviews; TW PChome 15 similar",同款證據不足，但電動球類目熱度可支撐低順位保留。,-1,116
